Country Name,Region,Continent,"Agricultura, silvicultura y pesca, valor agregado_2015","Agricultura, silvicultura y pesca, valor agregado_2016","Agricultura, silvicultura y pesca, valor agregado_2017","Agricultura, silvicultura y pesca, valor agregado_2018","Agricultura, silvicultura y pesca, valor agregado_2019","Agricultura, silvicultura y pesca, valor agregado_2020","Agricultura, silvicultura y pesca, valor agregado_2021","Agricultura, silvicultura y pesca, valor agregado_2022","Agricultura, silvicultura y pesca, valor agregado_2023",Cobertura de beneficios por desempleo y los ALMP _2015,Cobertura de beneficios por desempleo y los ALMP _2016,Cobertura de beneficios por desempleo y los ALMP _2017,Cobertura de beneficios por desempleo y los ALMP _2018,Cobertura de beneficios por desempleo y los ALMP _2019,Cobertura de beneficios por desempleo y los ALMP _2020,Cobertura de beneficios por desempleo y los ALMP _2021,Comercio servicios_2015,Comercio servicios_2016,Comercio servicios_2017,Comercio servicios_2018,Comercio servicios_2019,Comercio servicios_2020,Comercio servicios_2021,Comercio servicios_2022,Comercio servicios_2023,Contaminación aire_2015,Contaminación aire_2016,Contaminación aire_2017,Crecimiento PIB per capita_2015,Crecimiento PIB per capita_2016,Crecimiento PIB per capita_2017,Crecimiento PIB per capita_2018,Crecimiento PIB per capita_2019,Crecimiento PIB per capita_2020,Crecimiento PIB per capita_2021,Crecimiento PIB per capita_2022,Crecimiento PIB per capita_2023,Crecimiento población urbana_2015,Crecimiento población urbana_2016,Crecimiento población urbana_2017,Crecimiento población urbana_2018,Crecimiento población urbana_2019,Crecimiento población urbana_2020,Crecimiento población urbana_2021,Crecimiento población urbana_2022,Crecimiento población urbana_2023,Desempleo hombres_2015,Desempleo hombres_2016,Desempleo hombres_2017,Desempleo hombres_2018,Desempleo hombres_2019,Desempleo hombres_2020,Desempleo hombres_2021,Desempleo hombres_2022,Desempleo hombres_2023,Desempleo mujeres_2015,Desempleo mujeres_2016,Desempleo mujeres_2017,Desempleo mujeres_2018,Desempleo mujeres_2019,Desempleo mujeres_2020,Desempleo mujeres_2021,Desempleo mujeres_2022,Desempleo mujeres_2023,"Desempleo, total_2015","Desempleo, total_2016","Desempleo, total_2017","Desempleo, total_2018","Desempleo, total_2019","Desempleo, total_2020","Desempleo, total_2021","Desempleo, total_2022","Desempleo, total_2023","Empleadores, total_2015","Empleadores, total_2016","Empleadores, total_2017","Empleadores, total_2018","Empleadores, total_2019","Empleadores, total_2020","Empleadores, total_2021","Empleadores, total_2022","Empleadores, total_2023",Empleados agricultura - hombres_2015,Empleados agricultura - hombres_2016,Empleados agricultura - hombres_2017,Empleados agricultura - hombres_2018,Empleados agricultura - hombres_2019,Empleados agricultura - hombres_2020,Empleados agricultura - hombres_2021,Empleados agricultura - hombres_2022,Empleados agricultura - hombres_2023,Empleados agricultura - mujeres_2015,Empleados agricultura - mujeres_2016,Empleados agricultura - mujeres_2017,Empleados agricultura - mujeres_2018,Empleados agricultura - mujeres_2019,Empleados agricultura - mujeres_2020,Empleados agricultura - mujeres_2021,Empleados agricultura - mujeres_2022,Empleados agricultura - mujeres_2023,"Empleo vulnerable, total_2015","Empleo vulnerable, total_2016","Empleo vulnerable, total_2017","Empleo vulnerable, total_2018","Empleo vulnerable, total_2019","Empleo vulnerable, total_2020","Empleo vulnerable, total_2021","Empleo vulnerable, total_2022","Empleo vulnerable, total_2023",Empleos agricultura_2015,Empleos agricultura_2016,Empleos agricultura_2017,Empleos agricultura_2018,Empleos agricultura_2019,Empleos agricultura_2020,Empleos agricultura_2021,Empleos agricultura_2022,Empleos agricultura_2023,Exportaciones bienes y servicios (% del PIB)_2015,Exportaciones bienes y servicios (% del PIB)_2016,Exportaciones bienes y servicios (% del PIB)_2017,Exportaciones bienes y servicios (% del PIB)_2018,Exportaciones bienes y servicios (% del PIB)_2019,Exportaciones bienes y servicios (% del PIB)_2020,Exportaciones bienes y servicios (% del PIB)_2021,Exportaciones bienes y servicios (% del PIB)_2022,Exportaciones bienes y servicios (% del PIB)_2023,Exportaciones de bienes y servicios(% anual)_2015,Exportaciones de bienes y servicios(% anual)_2016,Exportaciones de bienes y servicios(% anual)_2017,Exportaciones de bienes y servicios(% anual)_2018,Exportaciones de bienes y servicios(% anual)_2019,Exportaciones de bienes y servicios(% anual)_2020,Exportaciones de bienes y servicios(% anual)_2021,Exportaciones de bienes y servicios(% anual)_2022,Exportaciones de bienes y servicios(% anual)_2023,Gasto investigación y desarrollo_2015,Gasto investigación y desarrollo_2016,Gasto investigación y desarrollo_2017,Gasto investigación y desarrollo_2018,Gasto investigación y desarrollo_2019,Gasto investigación y desarrollo_2020,Gasto investigación y desarrollo_2021,Gasto investigación y desarrollo_2022,Indice facilidad para hacer negocios_2019,"Inflación, deflactor del PIB (%) anual_2015","Inflación, deflactor del PIB (%) anual_2016","Inflación, deflactor del PIB (%) anual_2017","Inflación, deflactor del PIB (%) anual_2018","Inflación, deflactor del PIB (%) anual_2019","Inflación, deflactor del PIB (%) anual_2020","Inflación, deflactor del PIB (%) anual_2021","Inflación, deflactor del PIB (%) anual_2022","Inflación, deflactor del PIB (%) anual_2023",Inversión extranjera directa_2015,Inversión extranjera directa_2016,Inversión extranjera directa_2017,Inversión extranjera directa_2018,Inversión extranjera directa_2019,Inversión extranjera directa_2020,Inversión extranjera directa_2021,Inversión extranjera directa_2022,Inversión extranjera directa_2023,Medicos (cada 1.000 personas)_2015,Medicos (cada 1.000 personas)_2016,Medicos (cada 1.000 personas)_2017,Medicos (cada 1.000 personas)_2018,Medicos (cada 1.000 personas)_2019,Medicos (cada 1.000 personas)_2020,Medicos (cada 1.000 personas)_2021,Medicos (cada 1.000 personas)_2022,Nuevas empresas registradas (numero)_2015,Nuevas empresas registradas (numero)_2016,Nuevas empresas registradas (numero)_2017,Nuevas empresas registradas (numero)_2018,Nuevas empresas registradas (numero)_2019,Nuevas empresas registradas (numero)_2020,Nuevas empresas registradas (numero)_2021,Nuevas empresas registradas (numero)_2022,Pago de impuestos (numero)_2015,Pago de impuestos (numero)_2016,Pago de impuestos (numero)_2017,Pago de impuestos (numero)_2018,Pago de impuestos (numero)_2019,Personas desempleadas educación avanzada_2015,Personas desempleadas educación avanzada_2016,Personas desempleadas educación avanzada_2017,Personas desempleadas educación avanzada_2018,Personas desempleadas educación avanzada_2019,Personas desempleadas educación avanzada_2020,Personas desempleadas educación avanzada_2021,Personas desempleadas educación avanzada_2022,Personas desempleadas educación avanzada_2023,Personas desempleadas educación basica_2015,Personas desempleadas educación basica_2016,Personas desempleadas educación basica_2017,Personas desempleadas educación basica_2018,Personas desempleadas educación basica_2019,Personas desempleadas educación basica_2020,Personas desempleadas educación basica_2021,Personas desempleadas educación basica_2022,Personas desempleadas educación basica_2023,Personas desempleadas educación intermedia_2015,Personas desempleadas educación intermedia_2016,Personas desempleadas educación intermedia_2017,Personas desempleadas educación intermedia_2018,Personas desempleadas educación intermedia_2019,Personas desempleadas educación intermedia_2020,Personas desempleadas educación intermedia_2021,Personas desempleadas educación intermedia_2022,Personas desempleadas educación intermedia_2023,PIB per capita US a precios actuales_2015,PIB per capita US a precios actuales_2016,PIB per capita US a precios actuales_2017,PIB per capita US a precios actuales_2018,PIB per capita US a precios actuales_2019,PIB per capita US a precios actuales_2020,PIB per capita US a precios actuales_2021,PIB per capita US a precios actuales_2022,PIB per capita US a precios actuales_2023,Tasa crecimiento prom. anualizada _2015,Tasa crecimiento prom. anualizada _2016,Tasa crecimiento prom. anualizada _2017,Tasa crecimiento prom. anualizada _2018,Tasa crecimiento prom. anualizada _2019,Tasa crecimiento prom. anualizada _2020,Tasa crecimiento prom. anualizada _2021,Tasa crecimiento prom. anualizada _2022,Tasa crecimiento prom. anualizada _2023,Tecnicos investigación y desarrollo_2015,Tecnicos investigación y desarrollo_2016,Tecnicos investigación y desarrollo_2017,Tecnicos investigación y desarrollo_2018,Tierras cultivables_2015,Tierras cultivables_2016,Tierras cultivables_2017,Tierras cultivables_2018,Tierras cultivables_2019,Tierras cultivables_2020,Tierras cultivables_2021,Tierras cultivables_2022,"Trabajadores asalariados (empleados), total_2015","Trabajadores asalariados (empleados), total_2016","Trabajadores asalariados (empleados), total_2017","Trabajadores asalariados (empleados), total_2018","Trabajadores asalariados (empleados), total_2019","Trabajadores asalariados (empleados), total_2020","Trabajadores asalariados (empleados), total_2021","Trabajadores asalariados (empleados), total_2022","Trabajadores asalariados (empleados), total_2023",Trabajadores salud_2015,Trabajadores salud_2016
Cuba,Caribbean,North America,3.836,3.938,3.8,3.782,3.567,2.762,0.882,0.8,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,4.538,0.597,1.971,2.437,0.053,-10.738,1.747,2.349,-1.574,-0.049,-0.04,-0.097,-0.106,-0.123,-0.127,-0.359,-0.421,-0.204,2.281,1.881,1.741,1.619,1.624,2.213,2.066,1.739,1.635,2.579,2.178,1.639,1.821,1.826,2.281,2.192,1.946,1.853,2.4,2.0,1.7,1.7,,,,,,4.743,5.073,5.411,5.512,5.562,5.523,5.45,5.474,5.478,25.629,25.362,25.19,24.942,24.585,24.901,24.686,23.91,23.628,8.176,7.956,7.834,7.648,7.393,7.365,7.371,6.935,6.775,19.68,20.532,21.489,21.829,22.461,22.814,22.876,22.794,22.889,18.667,18.412,18.225,17.995,17.687,17.897,17.783,17.308,17.102,17.147,14.983,14.551,14.523,12.213,8.168,34.894,40.014,,-0.1,-19.737,0.0,-2.356,-4.598,-20.548,-9.117,-2.432,,0.429,0.342,0.431,0.537,0.553,0.518,0.323,,,3.439,4.328,4.114,1.032,3.545,16.556,401.591,14.155,,,,,,,,,,,7.759,7.949,8.123,8.429,8.589,9.188,9.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7727.92,8110.559,8610.608,8911.462,9232.261,9605.261,,,,,,,,,,,,,,,,,28.95,28.731,28.021,28.021,28.021,28.021,28.021,28.021,75.576,74.395,73.1,72.659,71.977,71.663,71.674,71.732,71.633,,
Curacao,Caribbean,North America,0.206,0.17,0.166,0.215,0.232,0.268,0.259,0.266,0.268,,,,,,,,81.025,76.225,75.983,76.708,74.239,49.049,52.771,76.665,75.607,,,,-0.859,-2.111,-1.591,-1.589,-2.041,-17.126,5.946,8.597,5.706,1.217,0.971,0.242,-0.59,-1.249,-1.637,-1.705,-1.584,-1.435,,,,,,,,,,,,,,,,,,,11.71,,,13.43,,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.494,62.996,59.63,63.246,,,,,,,,,,,,,,,,,,,,,,,,-0.476,-0.047,1.585,2.585,2.626,2.681,3.759,4.998,2.404,4.787,4.4,5.693,4.166,6.716,6.145,6.239,5.711,4.163,,,,,,,,,,,,,,,,,,,,,,,,,11.68,,10.58,,,,,,,20.88,,25.41,,,,,,,14.34,,22.53,,,,19361.813,18944.096,18938.244,19119.124,19220.687,16356.093,17980.089,20501.752,22192.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,,Africa,18.362,17.435,16.941,17.853,15.688,16.933,16.181,15.784,14.356,,,,,,,,7.752,7.888,8.216,7.92,7.561,6.147,6.641,8.035,,100.0,100.0,100.0,4.142,4.109,4.422,2.053,3.962,-1.816,4.447,3.579,3.574,3.763,3.781,3.711,3.593,3.521,3.437,3.387,3.434,3.426,2.139,1.561,2.849,2.412,1.949,2.238,2.363,2.11,2.074,3.161,2.352,3.848,3.448,3.019,3.054,2.988,2.567,2.528,,1.896,3.273,,2.401,,,2.31,,1.417,1.801,1.567,2.168,2.995,2.443,2.042,1.519,1.477,47.423,46.905,46.34,48.484,50.545,51.016,50.862,50.543,50.047,38.417,37.032,35.766,37.773,39.598,39.665,39.833,39.229,38.841,73.404,72.052,72.686,71.992,71.001,72.216,72.552,73.307,72.89,43.567,42.742,41.891,43.981,45.945,46.221,46.167,45.696,45.232,27.353,24.942,25.499,22.694,22.66,20.993,22.296,24.527,24.52,1.663,-0.837,17.54,-3.718,9.763,-8.178,17.331,49.376,8.595,,0.07,,,,,,,110.0,4.776,-1.18,-1.042,1.682,1.983,1.828,3.93,2.086,2.922,1.079,1.194,1.857,1.06,1.406,1.131,1.913,2.279,0.272,,,,0.22,0.16,0.165,0.18,0.175,6050.0,8232.0,8331.0,10507.0,11577.0,11151.0,11017.0,19042.0,63.0,63.0,63.0,63.0,25.0,,8.846,12.389,,6.653,,,10.51,,,3.312,2.239,,4.149,,,2.228,,,5.146,6.396,,5.49,,,6.252,,1814.719,1862.596,1964.299,2130.866,2141.768,2179.729,2455.981,2308.707,2530.847,,,,,,,1.21,,,,,,,12.119,11.889,12.526,12.819,13.04,12.992,13.355,13.55,25.179,26.147,25.747,25.84,26.004,25.341,25.406,25.174,25.633,,
Dinamarca,Northern Europe,Europe,0.908,0.929,1.26,0.997,1.241,1.338,0.989,0.79,0.757,,,,,,,,41.14,40.25,41.705,45.059,47.365,42.454,45.529,59.951,56.298,75.187,57.092,56.914,1.386,2.272,2.396,1.356,1.348,-2.066,6.918,0.744,1.738,0.839,0.913,0.774,0.629,0.495,0.43,0.574,0.931,0.886,6.057,5.639,5.636,4.94,4.795,5.332,4.958,4.38,4.931,6.529,6.379,6.054,5.346,5.269,5.98,5.139,4.493,5.274,6.278,5.989,5.833,5.131,5.018,5.637,5.043,4.434,5.094,2.847,2.782,2.641,2.577,2.646,2.661,2.743,2.752,2.672,3.8,3.598,3.158,3.288,3.214,3.115,3.038,3.064,2.952,1.0,0.912,0.935,0.954,1.099,0.983,0.919,1.066,0.989,6.02,6.006,5.7,5.56,5.693,5.863,5.933,5.83,5.747,2.492,2.334,2.111,2.192,2.223,2.115,2.045,2.117,2.022,55.814,53.744,55.346,56.983,58.951,55.037,58.825,70.548,67.96,3.232,3.662,4.806,3.404,4.417,-6.36,8.815,7.19,10.447,3.055,3.093,2.931,2.966,2.897,2.969,2.813,,4.0,0.409,0.427,1.101,0.593,0.951,2.827,2.769,9.097,-3.789,0.611,2.5,1.088,2.467,-1.101,0.364,4.162,7.668,1.124,3.934,4.014,4.129,4.215,4.265,4.381,,,30378.0,33765.0,36485.0,37196.0,33110.0,29502.0,32963.0,27333.0,10.0,10.0,10.0,10.0,10.0,4.617,4.648,4.58,4.172,4.096,4.682,3.995,3.551,3.855,10.42,9.177,9.674,8.612,8.403,9.384,8.46,7.635,8.746,5.38,5.134,4.681,4.08,4.119,4.775,4.46,3.739,4.563,53094.013,54500.926,57521.551,61324.767,59404.266,60985.489,69727.987,68091.319,68453.877,,,,,,,1.7,,,,,,,58.791,59.262,59.185,59.71,59.898,59.273,58.925,59.0,91.133,91.212,91.66,91.863,91.661,91.476,91.323,91.419,91.581,,
Djibouti,Eastern Africa,Africa,1.059,0.996,1.294,1.417,1.519,1.679,1.839,1.82,1.76,,,,,,,,60.917,57.26,62.078,55.854,57.595,44.7,48.04,50.117,46.171,100.0,100.0,100.0,5.672,5.333,3.74,3.109,3.914,-0.194,3.025,2.283,5.21,1.873,1.828,1.797,1.769,1.735,1.691,1.641,1.612,1.603,22.207,22.094,22.108,22.161,22.174,23.538,23.484,22.191,22.048,36.115,35.936,35.956,36.036,36.052,37.769,37.618,36.142,35.917,,,26.064,,,,,,,21.148,21.068,21.003,20.909,20.773,20.706,20.595,20.494,20.359,1.519,1.466,1.423,1.382,1.343,1.351,1.334,1.288,1.259,1.146,1.078,1.021,0.967,0.918,0.914,0.908,0.858,0.826,31.675,31.483,31.156,30.853,30.591,30.788,30.634,30.524,30.327,1.429,1.371,1.324,1.277,1.234,1.24,1.224,1.177,1.148,145.421,103.764,150.098,156.62,166.718,115.627,143.022,169.0,169.106,1.339,-25.13,52.526,9.861,9.215,-29.705,29.542,-12.505,8.365,,,,,,,,,112.0,1.807,0.303,0.562,0.656,0.45,1.778,1.701,4.619,4.565,5.933,6.142,5.97,5.835,5.666,4.968,4.925,5.09,3.343,,,,,,,,,,,,,,1142.0,,,35.0,35.0,35.0,35.0,35.0,,,16.29,,,,,,,,,34.827,,,,,,,,,27.474,,,,,,,2376.126,2510.43,2618.955,2718.085,2837.171,2881.999,3019.693,3231.3,3554.839,,,,,,,,,,,,,,0.086,0.086,0.086,0.086,0.086,0.129,0.129,0.129,47.177,47.449,47.841,48.238,48.636,48.506,48.771,48.983,49.314,,
Dominica,Caribbean,North America,14.056,16.272,13.405,11.024,11.983,15.156,16.958,15.826,14.796,,,,,,,,65.94,65.495,66.329,50.548,54.779,39.224,37.376,43.755,47.481,100.0,100.0,100.0,-2.783,3.951,-5.106,4.037,5.959,-16.225,7.481,6.178,5.21,0.485,-0.717,-1.179,-0.042,-0.002,-0.025,-0.123,-0.136,-0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.324,44.631,40.876,29.193,,,,,,,,,,,,,,,,,,,,,,,111.0,6.82,3.698,-3.073,2.725,4.483,-1.134,3.026,3.563,2.866,1.324,7.335,4.348,14.111,10.308,4.529,5.104,2.908,3.164,,,1.136,1.116,,,,,134.0,123.0,132.0,169.0,159.0,129.0,164.0,170.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679.833,8278.448,7614.34,8137.565,9009.09,7461.779,8262.651,9085.674,9832.996,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,
Ecuador,South America,South America,8.02,8.072,7.902,7.645,7.787,8.386,7.998,7.176,7.677,3.172,,4.069,1.765,1.311,0.872,,5.761,6.48,6.421,6.685,6.873,4.784,5.792,7.267,7.13,99.389,98.652,98.316,-1.303,-2.126,4.362,-0.675,-1.513,-10.311,8.971,5.343,1.466,1.647,1.672,1.743,1.953,1.948,1.462,1.078,1.121,1.216,3.018,3.721,3.064,2.924,3.259,5.289,3.689,3.269,2.923,4.516,5.84,4.921,4.394,4.593,7.355,5.785,4.453,4.349,3.616,4.597,3.836,3.53,3.812,6.116,4.504,3.713,3.51,3.246,3.304,2.982,3.004,2.834,2.345,2.414,2.503,2.309,28.535,29.068,29.712,30.676,31.524,34.061,33.56,32.959,31.678,22.609,23.856,24.804,26.145,27.192,28.452,30.388,29.487,27.56,41.669,45.33,46.409,47.007,48.482,52.001,51.763,50.598,48.485,26.192,26.942,27.694,28.825,29.742,31.816,32.27,31.526,29.998,22.754,20.539,21.486,23.544,24.049,23.284,27.005,30.787,29.065,-4.805,-4.981,2.619,1.851,4.929,-3.905,9.41,7.289,2.329,,,,,,,,,129.0,-5.476,1.171,0.932,1.819,-0.057,-1.826,2.049,2.196,-0.408,1.361,0.782,0.604,1.293,0.91,1.154,0.604,0.755,0.322,1.814,2.064,2.234,2.345,2.32,2.308,,,,,,,,,,,8.0,8.0,10.0,8.0,8.0,4.806,6.038,5.814,5.276,5.321,,6.299,5.175,5.501,2.455,3.011,2.331,2.018,2.078,,2.619,1.985,1.912,5.867,7.301,5.965,5.653,6.231,,6.731,5.574,5.092,5976.16,5917.638,6233.322,6303.919,6205.058,5463.645,6075.803,6540.998,6609.804,,,,,,,,,-0.8,,,,,4.3,3.93,4.159,3.898,3.982,4.179,4.123,3.922,55.084,51.367,50.609,49.989,48.683,45.654,45.824,46.899,49.206,,
"Egipto, República Árabe de",Northern Africa,Africa,11.394,11.769,10.986,10.83,10.697,11.167,11.437,10.946,11.566,,,1.715,,,,,10.947,9.277,15.041,16.096,14.511,8.664,10.602,11.95,14.054,100.0,100.0,100.0,2.204,2.245,2.12,3.352,3.716,1.881,1.762,5.016,2.022,1.973,1.911,1.935,1.895,1.816,1.749,1.675,1.731,1.997,9.341,8.83,8.159,6.767,4.747,5.925,5.569,4.987,4.972,24.68,23.507,22.824,21.333,21.312,17.631,15.924,18.283,18.234,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,6.753,11.953,10.422,10.378,12.363,9.393,8.897,3.754,3.098,2.787,22.011,22.059,21.794,21.747,21.115,20.537,19.349,19.267,19.055,40.161,38.371,36.977,21.39,21.385,19.531,18.984,17.14,16.757,25.467,19.748,21.565,18.9,19.507,18.458,23.665,23.065,23.301,25.815,25.574,25.062,21.681,21.158,20.379,19.289,18.934,18.694,13.184,10.345,15.014,17.985,16.644,12.473,10.561,15.087,19.102,-0.039,-15.029,86.043,31.59,-2.686,-23.659,-13.846,57.344,31.372,0.719,0.708,0.645,0.688,0.796,0.916,0.912,1.02,114.0,9.931,6.246,29.518,21.175,13.618,6.177,4.847,10.426,24.825,2.103,2.439,2.983,3.1,2.827,1.525,1.206,2.391,2.485,0.777,0.778,0.757,0.73,0.709,0.683,,,3902.0,4413.0,5387.0,10411.0,13570.0,14337.0,19286.0,18587.0,29.0,29.0,29.0,29.0,27.0,21.639,20.73,20.814,22.253,,16.052,15.277,15.183,14.175,8.968,8.614,6.873,4.113,4.903,6.045,4.885,4.705,4.313,16.667,15.906,15.672,10.475,11.144,7.291,7.039,6.804,6.085,3306.982,3270.629,2395.103,2484.703,2962.989,3511.114,3827.354,4233.308,3457.457,,,,,-1.75,,,,,343.946,336.646,371.195,369.556,2.879,2.8,2.925,3.063,3.234,3.38,3.091,3.117,62.58,69.83,68.057,68.737,71.1,72.644,72.581,73.837,73.912,,
El Salvador,Central America,North America,5.53,5.732,5.393,5.133,5.146,5.355,4.812,4.676,4.605,0.893,0.928,0.936,1.849,1.958,,,17.044,17.735,17.539,18.358,19.794,14.845,18.597,22.183,22.8,100.0,100.0,100.0,2.057,2.256,2.038,2.309,2.396,-8.076,11.527,2.398,3.03,1.528,1.419,1.297,1.145,1.039,1.153,1.252,1.263,1.299,4.371,4.826,4.654,4.187,4.019,4.717,4.022,2.787,2.725,3.47,3.847,4.003,3.748,4.384,5.423,4.763,3.3,3.369,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999,2.992,4.422,4.039,3.898,4.546,4.526,3.904,3.717,4.463,4.834,28.289,29.255,28.938,26.081,25.376,24.336,22.885,22.284,22.077,3.859,4.03,3.917,3.415,3.384,3.52,3.335,4.509,4.354,36.001,35.985,36.357,34.31,34.611,34.919,33.113,32.068,31.51,18.111,18.679,18.575,16.708,16.294,15.796,14.872,14.974,14.754,29.486,28.459,29.03,28.934,29.956,24.527,28.781,31.665,31.126,3.28,0.203,3.392,1.551,8.513,-24.069,29.811,9.138,5.164,0.143,0.145,0.181,0.165,0.175,0.163,0.16,,91.0,1.308,0.658,0.987,1.716,0.848,0.654,4.142,7.143,2.729,2.11,1.982,2.017,1.586,2.59,1.551,2.756,0.032,1.876,,1.566,,2.936,,,2.913,1.552,2158.0,2218.0,2149.0,2361.0,2617.0,1771.0,,,41.0,41.0,7.0,7.0,7.0,4.411,6.584,5.206,4.983,6.462,5.75,6.081,5.189,4.01,3.887,3.407,3.692,3.748,3.393,3.967,3.623,2.601,2.485,5.813,6.846,6.794,5.968,6.183,8.125,6.169,3.978,4.449,3790.341,3901.34,4020.127,4183.546,4320.117,3997.193,4642.607,5093.518,5391.069,,,,,,,,2.51,,,14.002,12.523,21.649,33.634,34.035,34.435,34.797,34.797,34.797,34.797,34.797,59.578,59.976,59.745,61.145,60.863,61.177,63.171,63.469,63.656,,
Emiratos Árabes Unidos,Western Asia,Asia,0.724,0.751,0.762,0.711,0.747,0.964,0.943,0.703,0.701,,,,,,,,,,,,,,,,,100.0,100.0,100.0,1.19,0.483,-2.412,-0.025,0.048,-4.505,2.457,2.176,-0.422,5.733,5.27,3.502,1.647,1.363,-0.177,2.123,5.367,4.246,1.19,1.052,1.282,1.293,1.396,3.837,2.188,1.526,1.508,4.227,3.952,6.904,5.754,5.571,5.717,6.418,7.418,4.297,,1.64,2.462,2.236,2.331,4.294,3.105,2.873,2.151,2.552,2.606,2.759,3.021,3.537,3.433,3.308,3.73,3.747,2.548,2.275,2.036,1.828,2.843,2.328,1.796,1.727,1.727,0.07,0.06,0.05,0.043,0.062,0.053,0.04,0.04,0.04,0.335,0.339,0.73,0.953,1.405,1.159,1.104,1.146,1.124,2.068,1.836,1.638,1.464,2.241,1.783,1.428,1.36,1.346,96.828,97.663,97.854,93.717,96.86,100.23,102.403,103.812,108.611,2.725,5.214,-0.319,1.682,0.752,3.849,4.081,8.46,6.88,0.866,0.932,,1.264,1.311,1.488,1.495,,16.0,-16.267,-5.529,4.986,7.937,-3.194,-12.031,13.844,12.63,-1.304,4.508,4.255,3.6,3.531,5.078,5.419,5.43,4.94,4.343,2.297,2.468,2.548,2.664,2.759,2.879,2.912,,16625.0,16735.0,16285.0,17907.0,22593.0,19050.0,,,4.0,4.0,4.0,4.0,5.0,,,3.818,3.33,,,4.214,4.117,2.659,,,1.091,1.226,,,0.249,0.421,1.232,,,3.969,3.394,,,5.471,1.025,2.786,43534.997,41326.402,42340.592,45689.857,44251.454,37173.875,43360.021,49899.065,49040.695,,,,7.08,,,,,,,,,889.538,0.621,0.627,0.627,0.596,0.703,0.69,0.708,0.708,97.113,97.054,96.511,96.026,95.058,95.408,95.588,95.124,95.129,,
Eritrea,Eastern Africa,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,,,,,,,,,1.96,2.227,2.412,2.919,3.039,3.112,3.305,3.266,3.267,4.881,4.93,5.014,4.982,4.996,5.539,5.551,5.071,4.943,6.265,6.239,6.196,6.091,6.159,6.69,6.862,6.383,6.295,,,,,,,,,,2.331,2.334,2.333,2.332,2.33,2.318,2.328,2.326,2.321,61.628,60.298,61.473,59.526,58.775,59.156,58.839,58.519,58.077,67.074,66.095,66.898,65.499,64.888,64.925,65.036,64.342,63.978,74.806,74.695,74.855,74.727,74.528,74.772,74.374,74.144,73.983,64.205,63.041,64.041,62.358,61.676,61.891,61.776,61.271,60.863,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,0.064,0.067,0.066,0.081,0.071,0.082,0.079,0.071,,,,,,,,,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.698,5.699,5.699,5.699,5.699,5.701,5.701,5.701,22.863,22.971,22.812,22.941,23.143,22.909,23.298,23.53,23.696,,
