Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Continent
Afganistán,AFG,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2016,66.0690138153423,Southern Asia,Asia
Afganistán,AFG,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2017,66.5953595154631,Southern Asia,Asia
Afganistán,AFG,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2018,63.1685737133143,Southern Asia,Asia
Afganistán,AFG,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2019,58.51027853971,Southern Asia,Asia
Afganistán,AFG,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2020,53.8358727076764,Southern Asia,Asia
Afganistán,AFG,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2021,53.7556550508471,Southern Asia,Asia
Afganistán,AFG,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2022,47.8462362216355,Southern Asia,Asia
Afganistán,AFG,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2023,47.4179457092152,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2015,82.840862917054,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2016,81.3404274934152,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2017,80.0149579446656,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2018,80.7424059291205,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2019,81.6405279917631,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2020,82.6907075971021,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2021,80.7424682384641,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2022,80.7462129875281,Southern Asia,Asia
Afganistán,AFG,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2023,80.2937668307739,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2015,44.2968985704854,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2016,44.3694895501554,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2017,43.9890277482446,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2018,44.2482711700717,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2019,45.0509589051832,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2020,45.9834110129553,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2021,45.9551993550382,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2022,45.5926541286011,Southern Asia,Asia
Afganistán,AFG,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2023,45.4639523771058,Southern Asia,Asia
Afganistán,AFG,Médicos (por cada 1.000 personas),SH.MED.PHYS.ZS,2015,0.291,Southern Asia,Asia
Afganistán,AFG,Médicos (por cada 1.000 personas),SH.MED.PHYS.ZS,2016,0.284,Southern Asia,Asia
Afganistán,AFG,Médicos (por cada 1.000 personas),SH.MED.PHYS.ZS,2017,0.245,Southern Asia,Asia
Afganistán,AFG,Médicos (por cada 1.000 personas),SH.MED.PHYS.ZS,2018,0.304,Southern Asia,Asia
Afganistán,AFG,Médicos (por cada 1.000 personas),SH.MED.PHYS.ZS,2019,0.214,Southern Asia,Asia
Afganistán,AFG,Médicos (por cada 1.000 personas),SH.MED.PHYS.ZS,2020,0.254,Southern Asia,Asia
Afganistán,AFG,Nuevas empresas registradas (número),IC.BUS.NREG,2015,2255.0,Southern Asia,Asia
Afganistán,AFG,Nuevas empresas registradas (número),IC.BUS.NREG,2016,2448.0,Southern Asia,Asia
Afganistán,AFG,Nuevas empresas registradas (número),IC.BUS.NREG,2017,3022.0,Southern Asia,Asia
Afganistán,AFG,Nuevas empresas registradas (número),IC.BUS.NREG,2018,4274.0,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación avanzada (% del desempleo total),SL.UEM.ADVN.ZS,2017,15.46,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación avanzada (% del desempleo total),SL.UEM.ADVN.ZS,2020,14.384,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación avanzada (% del desempleo total),SL.UEM.ADVN.ZS,2021,9.781,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación básica (% del desempleo total),SL.UEM.BASC.ZS,2017,12.283,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación básica (% del desempleo total),SL.UEM.BASC.ZS,2020,11.103,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación básica (% del desempleo total),SL.UEM.BASC.ZS,2021,6.754,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación intermedia (% del desempleo total),SL.UEM.INTM.ZS,2017,16.155,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación intermedia (% del desempleo total),SL.UEM.INTM.ZS,2020,12.569,Southern Asia,Asia
Afganistán,AFG,Personas desempleadas con educación intermedia (% del desempleo total),SL.UEM.INTM.ZS,2021,8.879,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2015,14.7155543069754,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2016,16.1746248622779,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2017,17.3593698083884,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2018,16.981230055957,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2019,16.4584871178572,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2020,15.6660446296555,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2021,17.7319585332909,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2022,17.7991646302971,Southern Asia,Asia
Afganistán,AFG,"Trabajadores asalariados (empleados), total (% del empleo total)",SL.EMP.WORK.ZS,2023,18.2830460146931,Southern Asia,Asia
Afganistán,AFG,Índice de facilidad para hacer negocios (1 = reglamentaciones más favorables para los negocios),IC.BUS.EASE.XQ,2019,173.0,Southern Asia,Asia
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2015,1.48476433256912,Southern Europe,Europe
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2016,1.54401448032371,Southern Europe,Europe
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2017,1.54128496391169,Southern Europe,Europe
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2018,1.31716210445698,Southern Europe,Europe
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2019,1.07141354924368,Southern Europe,Europe
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2020,0.85761092300088,Southern Europe,Europe
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2021,0.443404480033808,Southern Europe,Europe
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2022,0.0937160630163749,Southern Europe,Europe
Albania,ALB,Crecimiento de la población urbana (% anual),SP.URB.GROW,2023,0.103888261229259,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2015,2.51682705417127,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2016,3.48029321671386,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2017,3.89811226746693,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2018,4.27631155105293,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2019,2.49828904058442,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2020,-2.75693978209092,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2021,9.9843075683015,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2022,6.10893999509641,Southern Europe,Europe
Albania,ALB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,2023,5.13713201542561,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2015,17.122,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2016,14.49,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2017,12.524,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2018,11.888,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2019,11.318,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2020,11.648,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2021,11.678,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2022,10.405,Southern Europe,Europe
Albania,ALB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2023,10.376,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2015,17.193,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2016,15.418,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2017,13.616,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2018,12.304,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2019,11.466,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2020,11.639,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2021,11.474,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2022,10.785,Southern Europe,Europe
Albania,ALB,"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",SL.UEM.TOTL.NE.ZS,2023,10.669,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2015,17.248,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2016,16.162,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2017,14.466,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2018,12.635,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2019,11.587,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2020,11.724,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2021,11.307,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2022,9.917,Southern Europe,Europe
Albania,ALB,"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",SL.UEM.TOTL.MA.ZS,2023,9.888,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2015,2.36194567904896,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2016,2.70196759562928,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2017,2.99005196283462,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2018,3.29442005273795,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2019,3.06900990591316,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2020,3.42733795331043,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2021,3.96200968907758,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2022,3.98113730143492,Southern Europe,Europe
Albania,ALB,"Empleadores, total (% del empleo total)",SL.EMP.MPYR.ZS,2023,4.06058841123915,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2015,36.407134818853,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2016,35.8330830246193,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2017,34.6175132767986,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2018,33.2972216909301,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2019,32.2057496454815,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2020,32.2265525536141,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2021,31.6956701885229,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2022,31.1908345757924,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,2023,30.7975479440487,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2015,47.6364552056458,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2016,45.1898281220221,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2017,42.4255605278953,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2018,42.2607004387075,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2019,41.584591775929,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2020,41.2484150367268,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2021,41.3138063931081,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2022,40.4798122016306,Southern Europe,Europe
Albania,ALB,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,2023,39.9278360671888,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2015,56.450566600066,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2016,55.9022621490153,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2017,52.8315198539787,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2018,52.1865017430751,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2019,51.1992303205709,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2020,50.2783238352429,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2021,48.1514560100395,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2022,48.9788868710204,Southern Europe,Europe
Albania,ALB,"Empleo vulnerable, total (% del total de empleo)",SL.EMP.VULN.ZS,2023,48.3022349335928,Southern Europe,Europe
Albania,ALB,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2015,41.2834964988305,Southern Europe,Europe
Albania,ALB,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2016,40.0408946446906,Southern Europe,Europe
Albania,ALB,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2017,38.0783517375389,Southern Europe,Europe
Albania,ALB,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,2018,37.2857622124655,Southern Europe,Europe
