Country Name,Indicator Name,Year,Value,Region,Continent
Afganistán,Empleados agricultura - mujeres.csv,2023,47.4179457092152,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2015,82.840862917054,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2016,81.3404274934152,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2017,80.0149579446656,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2018,80.7424059291205,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2019,81.6405279917631,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2020,82.6907075971021,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2021,80.7424682384641,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2022,80.7462129875281,Southern Asia,Asia
Afganistán,"Empleo vulnerable, total.csv",2023,80.2937668307739,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2015,44.2968985704854,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2016,44.3694895501554,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2017,43.9890277482446,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2018,44.2482711700717,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2019,45.0509589051832,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2020,45.9834110129553,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2021,45.9551993550382,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2022,45.5926541286011,Southern Asia,Asia
Afganistán,Empleos agricultura.csv,2023,45.4639523771058,Southern Asia,Asia
Afganistán,Exportaciones bienes y servicios (% del PIB).csv,2020,10.4208171386207,Southern Asia,Asia
Afganistán,Exportaciones bienes y servicios (% del PIB).csv,2021,14.342152797537,Southern Asia,Asia
Afganistán,Exportaciones bienes y servicios (% del PIB).csv,2022,18.3800424016375,Southern Asia,Asia
Afganistán,Exportaciones bienes y servicios (% del PIB).csv,2023,16.7751362822863,Southern Asia,Asia
Afganistán,Exportaciones de bienes y servicios(% anual).csv,2021,7.24332933103564,Southern Asia,Asia
Afganistán,Exportaciones de bienes y servicios(% anual).csv,2022,18.6125162428067,Southern Asia,Asia
Afganistán,Exportaciones de bienes y servicios(% anual).csv,2023,-9.02767754525135,Southern Asia,Asia
Afganistán,Indice facilidad para hacer negocios.csv,2019,173.0,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2015,2.44756300147404,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2016,-2.19752646733461,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2017,2.40365618765746,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2018,2.07134857783487,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2019,6.52147984832531,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2020,6.9629462552564,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2021,2.83899625081041,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2022,9.40623933931322,Southern Asia,Asia
Afganistán,"Inflación, deflactor del PIB (%) anual.csv",2023,2.9616535410169,Southern Asia,Asia
Afganistán,Inversión extranjera directa.csv,2015,0.88400046336123,Southern Asia,Asia
Afganistán,Inversión extranjera directa.csv,2016,0.516606084523093,Southern Asia,Asia
Afganistán,Inversión extranjera directa.csv,2017,0.274796791572807,Southern Asia,Asia
Afganistán,Inversión extranjera directa.csv,2018,0.661572217787196,Southern Asia,Asia
Afganistán,Inversión extranjera directa.csv,2019,0.124495985291258,Southern Asia,Asia
Afganistán,Inversión extranjera directa.csv,2020,0.0649939571808755,Southern Asia,Asia
Afganistán,Inversión extranjera directa.csv,2021,0.215925454725649,Southern Asia,Asia
Afganistán,Medicos (cada 1.000 personas).csv,2015,0.291,Southern Asia,Asia
Afganistán,Medicos (cada 1.000 personas).csv,2016,0.284,Southern Asia,Asia
Afganistán,Medicos (cada 1.000 personas).csv,2017,0.245,Southern Asia,Asia
Afganistán,Medicos (cada 1.000 personas).csv,2018,0.304,Southern Asia,Asia
Afganistán,Medicos (cada 1.000 personas).csv,2019,0.214,Southern Asia,Asia
Afganistán,Medicos (cada 1.000 personas).csv,2020,0.254,Southern Asia,Asia
Afganistán,Nuevas empresas registradas (numero).csv,2015,2255.0,Southern Asia,Asia
Afganistán,Nuevas empresas registradas (numero).csv,2016,2448.0,Southern Asia,Asia
Afganistán,Nuevas empresas registradas (numero).csv,2017,3022.0,Southern Asia,Asia
Afganistán,Nuevas empresas registradas (numero).csv,2018,4274.0,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2015,565.569730408751,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2016,522.082215583898,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2017,525.469770891619,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2018,491.337221382603,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2019,496.6025042585,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2020,510.787063366811,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2021,356.496214115892,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2022,357.261152798144,Southern Asia,Asia
Afganistán,PIB per capita US a precios actuales.csv,2023,415.707417059086,Southern Asia,Asia
Afganistán,Pago de impuestos (numero).csv,2015,19.0,Southern Asia,Asia
Afganistán,Pago de impuestos (numero).csv,2016,19.0,Southern Asia,Asia
Afganistán,Pago de impuestos (numero).csv,2017,19.0,Southern Asia,Asia
Afganistán,Pago de impuestos (numero).csv,2018,19.0,Southern Asia,Asia
Afganistán,Pago de impuestos (numero).csv,2019,19.0,Southern Asia,Asia
Afganistán,Personas desempleadas educación avanzada.csv,2017,15.46,Southern Asia,Asia
Afganistán,Personas desempleadas educación avanzada.csv,2020,14.384,Southern Asia,Asia
Afganistán,Personas desempleadas educación avanzada.csv,2021,9.781,Southern Asia,Asia
Afganistán,Personas desempleadas educación basica.csv,2017,12.283,Southern Asia,Asia
Afganistán,Personas desempleadas educación basica.csv,2020,11.103,Southern Asia,Asia
Afganistán,Personas desempleadas educación basica.csv,2021,6.754,Southern Asia,Asia
Afganistán,Personas desempleadas educación intermedia.csv,2017,16.155,Southern Asia,Asia
Afganistán,Personas desempleadas educación intermedia.csv,2020,12.569,Southern Asia,Asia
Afganistán,Personas desempleadas educación intermedia.csv,2021,8.879,Southern Asia,Asia
Afganistán,Tierras cultivables.csv,2015,11.9053094767183,Southern Asia,Asia
Afganistán,Tierras cultivables.csv,2016,11.8501142235101,Southern Asia,Asia
Afganistán,Tierras cultivables.csv,2017,11.8041181791699,Southern Asia,Asia
Afganistán,Tierras cultivables.csv,2018,11.9497723195805,Southern Asia,Asia
Afganistán,Tierras cultivables.csv,2019,11.9405731107125,Southern Asia,Asia
Afganistán,Tierras cultivables.csv,2020,12.0034343713107,Southern Asia,Asia
Afganistán,Tierras cultivables.csv,2021,12.0034343713107,Southern Asia,Asia
Afganistán,Tierras cultivables.csv,2022,12.0034343713107,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2015,14.7155543069754,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2016,16.1746248622779,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2017,17.3593698083884,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2018,16.981230055957,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2019,16.4584871178572,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2020,15.6660446296555,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2021,17.7319585332909,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2022,17.7991646302971,Southern Asia,Asia
Afganistán,"Trabajadores asalariados (empleados), total.csv",2023,18.2830460146931,Southern Asia,Asia
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2015,19.7802144171366,Southern Europe,Europe
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2016,19.8499944651163,Southern Europe,Europe
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2017,19.0221266422351,Southern Europe,Europe
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2018,17.9155539877413,Southern Europe,Europe
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2019,18.1604049243108,Southern Europe,Europe
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2020,18.8061378645762,Southern Europe,Europe
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2021,17.7932042707089,Southern Europe,Europe
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2022,16.9844794042968,Southern Europe,Europe
Albania,"Agricultura, silvicultura y pesca, valor agregado.csv",2023,16.2225675343538,Southern Europe,Europe
Albania,Comercio servicios.csv,2015,34.3873305784545,Southern Europe,Europe
Albania,Comercio servicios.csv,2016,37.2773563494623,Southern Europe,Europe
Albania,Comercio servicios.csv,2017,40.3937845954971,Southern Europe,Europe
Albania,Comercio servicios.csv,2018,38.560044493145,Southern Europe,Europe
Albania,Comercio servicios.csv,2019,39.790397473678,Southern Europe,Europe
Albania,Comercio servicios.csv,2020,25.5561107545365,Southern Europe,Europe
Albania,Comercio servicios.csv,2021,33.9021744296444,Southern Europe,Europe
Albania,Comercio servicios.csv,2022,39.6075648183932,Southern Europe,Europe
Albania,Comercio servicios.csv,2023,44.9814385777704,Southern Europe,Europe
Albania,Contaminación aire.csv,2015,100.0,Southern Europe,Europe
Albania,Contaminación aire.csv,2016,99.9999999999642,Southern Europe,Europe
Albania,Contaminación aire.csv,2017,99.9999999999643,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2015,2.51682705417127,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2016,3.48029321671386,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2017,3.89811226746693,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2018,4.27631155105293,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2019,2.49828904058442,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2020,-2.75693978209092,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2021,9.9843075683015,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2022,6.10893999509641,Southern Europe,Europe
Albania,Crecimiento PIB per capita.csv,2023,5.13713201542561,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2015,1.48476433256912,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2016,1.54401448032371,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2017,1.54128496391169,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2018,1.31716210445698,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2019,1.07141354924368,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2020,0.85761092300088,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2021,0.443404480033808,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2022,0.0937160630163749,Southern Europe,Europe
Albania,Crecimiento población urbana.csv,2023,0.103888261229259,Southern Europe,Europe
Albania,Desempleo hombres.csv,2015,17.248,Southern Europe,Europe
Albania,Desempleo hombres.csv,2016,16.162,Southern Europe,Europe
Albania,Desempleo hombres.csv,2017,14.466,Southern Europe,Europe
Albania,Desempleo hombres.csv,2018,12.635,Southern Europe,Europe
Albania,Desempleo hombres.csv,2019,11.587,Southern Europe,Europe
Albania,Desempleo hombres.csv,2020,11.724,Southern Europe,Europe
Albania,Desempleo hombres.csv,2021,11.307,Southern Europe,Europe
Albania,Desempleo hombres.csv,2022,9.917,Southern Europe,Europe
Albania,Desempleo hombres.csv,2023,9.888,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2015,17.122,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2016,14.49,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2017,12.524,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2018,11.888,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2019,11.318,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2020,11.648,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2021,11.678,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2022,10.405,Southern Europe,Europe
Albania,Desempleo mujeres.csv,2023,10.376,Southern Europe,Europe
Albania,"Desempleo, total.csv",2015,17.193,Southern Europe,Europe
Albania,"Desempleo, total.csv",2016,15.418,Southern Europe,Europe
Albania,"Desempleo, total.csv",2017,13.616,Southern Europe,Europe
Albania,"Desempleo, total.csv",2018,12.304,Southern Europe,Europe
Albania,"Desempleo, total.csv",2019,11.466,Southern Europe,Europe
Albania,"Desempleo, total.csv",2020,11.639,Southern Europe,Europe
Albania,"Desempleo, total.csv",2021,11.474,Southern Europe,Europe
Albania,"Desempleo, total.csv",2022,10.785,Southern Europe,Europe
Albania,"Desempleo, total.csv",2023,10.669,Southern Europe,Europe
Albania,"Empleadores, total.csv",2015,2.36194567904896,Southern Europe,Europe
Albania,"Empleadores, total.csv",2016,2.70196759562928,Southern Europe,Europe
Albania,"Empleadores, total.csv",2017,2.99005196283462,Southern Europe,Europe
Albania,"Empleadores, total.csv",2018,3.29442005273795,Southern Europe,Europe
Albania,"Empleadores, total.csv",2019,3.06900990591316,Southern Europe,Europe
Albania,"Empleadores, total.csv",2020,3.42733795331043,Southern Europe,Europe
Albania,"Empleadores, total.csv",2021,3.96200968907758,Southern Europe,Europe
Albania,"Empleadores, total.csv",2022,3.98113730143492,Southern Europe,Europe
Albania,"Empleadores, total.csv",2023,4.06058841123915,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2015,36.407134818853,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2016,35.8330830246193,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2017,34.6175132767986,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2018,33.2972216909301,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2019,32.2057496454815,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2020,32.2265525536141,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2021,31.6956701885229,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2022,31.1908345757924,Southern Europe,Europe
Albania,Empleados agricultura - hombres.csv,2023,30.7975479440487,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2015,47.6364552056458,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2016,45.1898281220221,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2017,42.4255605278953,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2018,42.2607004387075,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2019,41.584591775929,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2020,41.2484150367268,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2021,41.3138063931081,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2022,40.4798122016306,Southern Europe,Europe
Albania,Empleados agricultura - mujeres.csv,2023,39.9278360671888,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2015,56.450566600066,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2016,55.9022621490153,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2017,52.8315198539787,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2018,52.1865017430751,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2019,51.1992303205709,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2020,50.2783238352429,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2021,48.1514560100395,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2022,48.9788868710204,Southern Europe,Europe
Albania,"Empleo vulnerable, total.csv",2023,48.3022349335928,Southern Europe,Europe
Albania,Empleos agricultura.csv,2015,41.2834964988305,Southern Europe,Europe
Albania,Empleos agricultura.csv,2016,40.0408946446906,Southern Europe,Europe
Albania,Empleos agricultura.csv,2017,38.0783517375389,Southern Europe,Europe
Albania,Empleos agricultura.csv,2018,37.2857622124655,Southern Europe,Europe
Albania,Empleos agricultura.csv,2019,36.4168391841966,Southern Europe,Europe
Albania,Empleos agricultura.csv,2020,36.2649172971148,Southern Europe,Europe
Albania,Empleos agricultura.csv,2021,36.0172105398259,Southern Europe,Europe
Albania,Empleos agricultura.csv,2022,35.3568584620905,Southern Europe,Europe
Albania,Empleos agricultura.csv,2023,34.893422575994,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2015,27.2673911512668,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2016,28.9778991754721,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2017,31.5697983098872,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2018,31.1140103851547,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2019,30.9361353522288,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2020,22.5407585571141,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2021,31.1330200144264,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2022,37.197084813482,Southern Europe,Europe
Albania,Exportaciones bienes y servicios (% del PIB).csv,2023,38.6650817896799,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2015,0.969353009075462,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2016,11.3405971389877,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2017,13.243457449411,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2018,4.02575803144475,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2019,2.48007529286791,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2020,-27.725543005698,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2021,52.0973691717361,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2022,17.0424879828345,Southern Europe,Europe
Albania,Exportaciones de bienes y servicios(% anual).csv,2023,9.45351410267845,Southern Europe,Europe
Albania,Indice facilidad para hacer negocios.csv,2019,82.0,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2015,0.563991350160876,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2016,-0.632653419095547,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2017,1.45073158124514,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2018,2.9665236560994,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2019,1.00059083830071,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2020,0.0410649973272115,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2021,3.44439880912799,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2022,9.86157415467682,Southern Europe,Europe
Albania,"Inflación, deflactor del PIB (%) anual.csv",2023,6.06604947510885,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2015,8.69053394301894,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2016,8.80509197849022,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2017,7.85544826704409,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2018,7.83109066598543,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2019,7.70621785587149,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2020,7.01865154485077,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2021,6.75790671297037,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2022,7.57934219388197,Southern Europe,Europe
Albania,Inversión extranjera directa.csv,2023,6.88397745384155,Southern Europe,Europe
Albania,Medicos (cada 1.000 personas).csv,2016,1.219,Southern Europe,Europe
Albania,Medicos (cada 1.000 personas).csv,2019,1.651,Southern Europe,Europe
Albania,Medicos (cada 1.000 personas).csv,2020,1.883,Southern Europe,Europe
Albania,Nuevas empresas registradas (numero).csv,2015,2567.0,Southern Europe,Europe
Albania,Nuevas empresas registradas (numero).csv,2016,2679.0,Southern Europe,Europe
Albania,Nuevas empresas registradas (numero).csv,2017,2983.0,Southern Europe,Europe
