Country,Happiness Rank 2015,Happiness Rank 2016,Happiness Rank 2017,Happiness Rank 2018,Happiness Rank 2019,Happiness Score 2015,Happiness Score 2016,Happiness Score 2017,Happiness Score 2018,Happiness Score 2019,Family 2015,Family 2016,Family 2017,Family 2018,Family 2019,Freedom 2015,Freedom 2016,Freedom 2017,Freedom 2018,Freedom 2019,Trust (Government Corruption) 2015,Trust (Government Corruption) 2016,Trust (Government Corruption) 2017,Trust (Government Corruption) 2018,Trust (Government Corruption) 2019,Generosity 2015,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019,Happiness.Rank 2015,Happiness.Rank 2016,Happiness.Rank 2017,Happiness.Rank 2018,Happiness.Rank 2019,Happiness.Score 2015,Happiness.Score 2016,Happiness.Score 2017,Happiness.Score 2018,Happiness.Score 2019,Economy..GDP.per.Capita. 2015,Economy..GDP.per.Capita. 2016,Economy..GDP.per.Capita. 2017,Economy..GDP.per.Capita. 2018,Economy..GDP.per.Capita. 2019,Health..Life.Expectancy. 2015,Health..Life.Expectancy. 2016,Health..Life.Expectancy. 2017,Health..Life.Expectancy. 2018,Health..Life.Expectancy. 2019,Trust..Government.Corruption. 2015,Trust..Government.Corruption. 2016,Trust..Government.Corruption. 2017,Trust..Government.Corruption. 2018,Trust..Government.Corruption. 2019,Dystopia.Residual 2015,Dystopia.Residual 2016,Dystopia.Residual 2017,Dystopia.Residual 2018,Dystopia.Residual 2019,Overall rank 2015,Overall rank 2016,Overall rank 2017,Overall rank 2018,Overall rank 2019,Score 2015,Score 2016,Score 2017,Score 2018,Score 2019,GDP per capita 2015,GDP per capita 2016,GDP per capita 2017,GDP per capita 2018,GDP per capita 2019,Social support 2015,Social support 2016,Social support 2017,Social support 2018,Social support 2019,Healthy life expectancy 2015,Healthy life expectancy 2016,Healthy life expectancy 2017,Healthy life expectancy 2018,Healthy life expectancy 2019,Freedom to make life choices 2015,Freedom to make life choices 2016,Freedom to make life choices 2017,Freedom to make life choices 2018,Freedom to make life choices 2019,Perceptions of corruption 2015,Perceptions of corruption 2016,Perceptions of corruption 2017,Perceptions of corruption 2018,Perceptions of corruption 2019
Czech Republic,23.0,19.0,15.0,12.229000000000005,9.458000000000007,6.687000000000012,6.777999999999992,6.869,5.060512318539092,3.252024637078184,1.443536955617276,1.557264563973746,1.43388521671295,1.127189937646538,0.8204946585801257,0.5137993795137135,0.4771292760993333,0.490946173667908,0.3450307824452721,0.1991153912226362,0.0532000000000003,0.0665399999999998,0.0798800000000028,0.0888733333333352,0.0978666666666676,0.10686,0.09929,0.0881067588925362,0.064,0.046,7.697333333333334,15.348666666666666,23.0,19.72180004119873,16.44360008239746,13.16540012359619,9.88720016479492,6.60900020599365,5.557736635208128,4.506473064422606,3.4552094936370836,2.4039459228515616,1.35268235206604,1.233034682273865,1.1133870124816896,0.9937393426895144,0.8740916728973392,0.754444003105164,0.6109297879040245,0.4674155727028849,0.3239013575017453,0.1803871423006058,0.0368729270994663,0.519870713353157,1.0028684996068478,1.4858662858605385,1.9688640721142292,2.45186185836792,9.63457457224528,16.817287286122642,24.0,23.0,22.0,21.0,20.0,6.287999999999954,6.428999999999974,6.569999999999993,6.711,6.852,1.1250000000000142,1.1610000000000156,1.1970000000000027,1.233,1.269,1.495,1.4930000000000003,1.4910000000000003,1.489,1.487,0.6560000000000059,0.7220000000000084,0.7880000000000109,0.854,0.92,0.8009999999999877,0.7150000000000034,0.6289999999999907,0.543,0.457,0.0280000000000004,0.0300000000000002,0.0320000000000009,0.034,0.036
Dinamarca,-1.0,-3.0,-5.0,-0.8250000000000002,3.3499999999999996,7.525,7.523999999999999,7.523,5.53167404112074,3.540348082241481,1.5490221233622208,1.6442929196230691,1.55112159252167,1.2514278214531929,0.951734050384716,0.652040279316239,0.6058153258689458,0.626006722450256,0.5525011483001708,0.4789955741500855,0.4054900000000003,0.3664500000000004,0.3274100000000004,0.3320700000000003,0.3367300000000001,0.34139,0.36171,0.355280488729477,0.284,0.252,0.8346666666666667,1.4173333333333331,2.0,3.104399967193604,4.2087999343872085,5.313199901580812,6.417599868774416,7.52199983596802,6.314076471328738,5.106153106689456,3.8982297420501744,2.6903063774108924,1.48238301277161,1.3444195151329068,1.2064560174942036,1.0684925198555004,0.9305290222167972,0.792565524578094,0.7142064332962033,0.6358473420143125,0.5574882507324216,0.4791291594505308,0.40077006816864,0.783357524871826,1.165944981575012,1.548532438278198,1.931119894981384,2.31370735168457,3.542471567789713,4.7712357838948565,6.0,5.0,4.0,3.0,2.0,7.420000000000002,7.465000000000003,7.510000000000005,7.555,7.6,1.2550000000000026,1.286999999999999,1.3189999999999955,1.351,1.383,1.6409999999999982,1.6239999999999952,1.6069999999999922,1.59,1.573,0.4840000000000373,0.6120000000000232,0.7400000000000091,0.868,0.996,0.9559999999999887,0.8649999999999807,0.7739999999999725,0.683,0.592,0.4020000000000001,0.4039999999999999,0.4059999999999997,0.408,0.41
Djibouti,126.0,101.6738,77.3476,53.0214,28.6952,4.369,3.613614,2.858228,2.102842,1.3474560000000002,0.59207,0.565804,0.539538,0.513272,0.487006,0.46074,0.424802,0.388864,0.352926,0.316988,0.28105,0.261026,0.241002,0.220978,0.200954,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093,0.18093
Dominican Republic,80.0,71.0,62.0,43.14166666666665,24.283333333333303,5.4249999999999545,5.694999999999936,5.964999999999918,4.450065202704489,2.9351304054090597,1.4201956081136302,1.5353939611562168,1.40241670608521,1.1202233506251422,0.8380299951650744,0.5558366397050065,0.5103633018780585,0.55258983373642,0.4034265558242776,0.2542632779121354,0.105099999999993,0.0864799999999945,0.067859999999996,0.1175199999999973,0.1671799999999986,0.21684,0.21286,0.186967849731445,0.12,0.113,28.742,57.371,86.0,69.8460000038147,53.69200000762939,37.5380000114441,21.384000015258792,5.23000001907349,4.399874782562258,3.569749546051026,2.739624309539794,1.909499073028562,1.07937383651733,0.9784738183021514,0.8775738000869728,0.7766737818717941,0.6757737636566156,0.574873745441437,0.4826880469918252,0.3905023485422134,0.2983166500926015,0.2061309516429897,0.113945253193378,0.3550492346286764,0.5961532160639748,0.8372571974992731,1.0783611789345715,1.31946516036987,34.546310106913246,67.77315505345662,101.0,95.0,89.0,83.0,77.0,4.932999999999993,5.055999999999983,5.178999999999974,5.302,5.425,0.8830000000000098,0.916000000000011,0.9490000000000124,0.982,1.015,1.561000000000007,1.5210000000000008,1.4809999999999943,1.441,1.401,0.1190000000000282,0.2840000000000486,0.4490000000000123,0.614,0.779,0.820999999999998,0.7399999999999807,0.6589999999999918,0.578,0.497,0.1210000000000004,0.1160000000000014,0.1110000000000006,0.106,0.101
Ecuador,54.0,57.0,60.0,41.992333333333335,23.98466666666667,5.977,5.9780000000000015,5.979000000000001,4.431150583869084,2.883301167738168,1.335451751607252,1.4790211584599433,1.28616881370544,1.0314684210709657,0.7767680284364914,0.5220676358020171,0.5005133528801338,0.4551981985569,0.3634121323712667,0.2716260661856333,0.17984,0.1793099999999998,0.1787799999999999,0.1576566666666666,0.1365333333333333,0.11541,0.10074,0.150112465023994,0.114,0.126,14.750666666666667,29.375333333333337,44.0,36.40159997940064,28.80319995880127,21.2047999382019,13.606399917602538,6.00799989700317,5.006563997268675,4.005128097534178,3.003692197799682,2.002256298065186,1.00082039833069,0.9377835631370556,0.8747467279434212,0.8117098927497868,0.7486730575561524,0.685636222362518,0.5765359073877332,0.4674355924129483,0.3583352774381635,0.2492349624633787,0.140134647488594,0.5701782345771791,1.0002218216657643,1.4302654087543494,1.8603089958429344,2.29035258293152,15.526901721954347,28.763450860977173,42.0,44.0,46.0,48.0,50.0,5.808000000000007,5.8629999999999995,5.918000000000006,5.973,6.028,0.8200000000000003,0.8430000000000035,0.8659999999999997,0.889,0.912,1.3840000000000003,1.3659999999999997,1.347999999999999,1.33,1.312,0.3400000000000318,0.4720000000000368,0.6040000000000418,0.736,0.868,0.730000000000004,0.671999999999997,0.6140000000000043,0.556,0.498,0.2189999999999941,0.1859999999999928,0.1529999999999916,0.12,0.087
Egypt,105.0,90.0,75.0,51.50999999999999,28.019999999999985,4.529999999999973,4.697999999999979,4.8659999999999854,3.5766683965131847,2.287336793026384,0.9980051895395832,1.1232408856169511,0.997471392154694,0.7621753809058829,0.5268793696570717,0.2915833584082605,0.2710566959207554,0.282110154628754,0.2362801030858323,0.1904500515429107,0.1446199999999891,0.1853100000000012,0.2259999999999991,0.1883033333333327,0.1506066666666663,0.11291,0.12706,0.128631442785263,0.092,0.076,34.717333333333336,69.35866666666666,104.0,84.14700002670288,64.29400005340577,44.44100008010864,24.58800010681152,4.7350001335144,3.9859404683113064,3.2368808031082126,2.4878211379051187,1.7387614727020253,0.989701807498932,0.8957988977432252,0.8018959879875184,0.7079930782318116,0.6140901684761048,0.520187258720398,0.4390260800719262,0.3578649014234544,0.2767037227749825,0.1955425441265108,0.114381365478039,0.4319373071193692,0.7494932487606993,1.0670491904020294,1.3846051320433597,1.70216107368469,26.80144071578979,51.9007203578949,77.0,92.0,107.0,122.0,137.0,5.178000000000054,4.925000000000011,4.6720000000000255,4.419,4.166,0.8010000000000019,0.8290000000000006,0.8569999999999993,0.885,0.913,0.9830000000000004,0.997,1.0109999999999992,1.025,1.039,0.2800000000000011,0.3709999999999809,0.4619999999999891,0.553,0.644,0.5249999999999773,0.4539999999999793,0.3829999999999813,0.312,0.241,0.2270000000000038,0.1870000000000118,0.1470000000000055,0.107,0.067
El Salvador,50.0,54.0,58.0,40.66866666666667,23.337333333333333,6.006,5.944000000000003,5.881999999999991,4.308901151801213,2.7358023036024357,1.1627034554036584,1.2412310011800116,1.18212509155273,0.9371794169932262,0.6922337424337224,0.4472880678742186,0.4390755236310326,0.432452529668808,0.319801686445872,0.207150843222936,0.0945,0.0828699999999997,0.0712399999999995,0.083133333333333,0.0950266666666665,0.10692,0.08877,0.0782579854130745,0.065,0.093,15.062,30.031,45.0,37.200599956512455,29.401199913024904,21.60179986953736,13.802399826049813,6.00299978256226,4.984356725215916,3.9657136678695704,2.9470706105232254,1.9284275531768804,0.909784495830536,0.847031307220459,0.784278118610382,0.721524930000305,0.6587717413902281,0.596018552780151,0.4948110342025754,0.3936035156249997,0.2923959970474241,0.1911884784698485,0.0899809598922729,0.6149035453796383,1.1398261308670037,1.664748716354369,2.1896713018417344,2.7145938873291,20.143062591552734,37.57153129577637,55.0,50.0,45.0,40.0,35.0,5.908999999999992,5.9950000000000045,6.081000000000017,6.167,6.253,0.8420000000000023,0.8300000000000018,0.8180000000000014,0.806,0.794,1.1980000000000004,1.2089999999999996,1.2199999999999989,1.231,1.242,0.1890000000000213,0.3389999999999986,0.4890000000000327,0.639,0.789,0.554000000000002,0.5229999999999961,0.4919999999999973,0.461,0.43,0.1059999999999981,0.0979999999999989,0.0899999999999998,0.082,0.074
Estados Unidos,11.0,9.0,7.0,7.029666666666667,7.059333333333335,7.089000000000002,7.074000000000002,7.059000000000005,5.176364694976812,3.293729389953618,1.4110940849304257,1.4974993667793228,1.41992056369781,1.1197686022852922,0.8196166408727742,0.5194646794602562,0.4669471260369704,0.505740523338318,0.383313682225546,0.260886841112774,0.138460000000002,0.1282400000000016,0.1180200000000013,0.2123633333333342,0.3067066666666671,0.40105,0.41077,0.392578780651093,0.291,0.28,4.8533333333333335,9.426666666666666,14.0,12.598600006103515,11.197200012207032,9.795800018310548,8.394400024414065,6.99300003051758,5.903651881217958,4.814303731918336,3.7249555826187137,2.635607433319092,1.54625928401947,1.39186475276947,1.23747022151947,1.08307569026947,0.92868115901947,0.77428662776947,0.6465570598840712,0.5188274919986724,0.3910979241132736,0.2633683562278748,0.135638788342476,0.5521337151527408,0.9686286419630056,1.3851235687732706,1.8016184955835357,2.2181134223938,6.478742281595867,10.739371140797934,15.0,16.0,17.0,18.0,19.0,6.867999999999999,6.874,6.88,6.886,6.892,1.2929999999999922,1.3279999999999887,1.3629999999999851,1.398,1.433,1.512999999999998,1.4989999999999988,1.4849999999999994,1.471,1.457,0.6540000000000106,0.7090000000000032,0.76400000000001,0.819,0.874,0.825999999999965,0.7329999999999757,0.6399999999999864,0.547,0.454,0.1479999999999997,0.1429999999999989,0.1379999999999981,0.133,0.128
Estonia,70.99999999999977,69.99999999999977,68.99999999999977,47.86833333333318,26.7366666666666,5.605000000000018,5.693000000000012,5.781000000000034,4.354277155405697,2.9275543108113595,1.500831466217022,1.6252120160484085,1.47667109966278,1.159656456072409,0.842641812482038,0.5256271688916669,0.5080722525958379,0.479131430387497,0.3922676202583328,0.3054038101291686,0.2185400000000044,0.251890000000003,0.2852400000000017,0.2190933333333344,0.1529466666666672,0.0868,0.08423,0.0988908112049103,0.086,0.103,22.06866666666667,44.034333333333336,66.0,53.92220001220703,41.844400024414064,29.766600036621096,17.688800048828128,5.61100006103516,4.75297591686249,3.89495177268982,3.03692762851715,2.17890348434448,1.32087934017181,1.1957371354103057,1.0705949306488012,0.9454527258872968,0.8203105211257924,0.695168316364288,0.592784437537193,0.490400558710098,0.388016679883003,0.285632801055908,0.183248922228813,0.4181008696556084,0.6529528170824039,0.8878047645091993,1.1226567119359947,1.35750865936279,29.905005772908524,58.45250288645426,87.0,79.0,71.0,63.0,55.0,5.276999999999987,5.430999999999983,5.5849999999999795,5.739,5.893,1.0890000000000128,1.126000000000019,1.163000000000011,1.2,1.237,1.5439999999999987,1.5399999999999991,1.5359999999999996,1.532,1.528,0.325999999999965,0.4629999999999654,0.5999999999999659,0.737,0.874,0.7270000000000039,0.6689999999999969,0.6110000000000042,0.553,0.495,0.2130000000000009,0.2000000000000028,0.1870000000000011,0.174,0.161
Ethiopia,108.0,101.0,94.0,64.168,34.336000000000006,4.504000000000001,4.500000000000002,4.496000000000002,3.289541868336997,2.0830837366739914,0.876625605010986,1.0069302068901038,0.86466920375824,0.7167175453402499,0.5687658869222598,0.4208142285042697,0.3622815999216584,0.408842742443085,0.3368684949620569,0.2648942474810289,0.1929200000000008,0.2141400000000004,0.23536,0.23799,0.24062,0.24325,0.29522,0.312650740146637,0.22,0.209,39.806,79.403,119.0,96.0920000076294,73.18400001525879,50.276000022888184,27.368000030517575,4.46000003814697,3.635846799612043,2.8116935610771163,1.9875403225421897,1.1633870840072629,0.339233845472336,0.3420690178871156,0.3449041903018952,0.3477393627166748,0.3505745351314544,0.353409707546234,0.3158189088106154,0.2782281100749968,0.2406373113393782,0.2030465126037596,0.165455713868141,0.5355133175849909,0.9055709213018406,1.2756285250186905,1.6456861287355402,2.01574373245239,36.6771624883016,71.3385812441508,106.0,113.0,120.0,127.0,134.0,4.542000000000002,4.478000000000009,4.414000000000016,4.35,4.286,0.2240000000000037,0.2520000000000024,0.2800000000000011,0.308,0.336,0.7009999999999934,0.7839999999999918,0.8669999999999902,0.95,1.033,-0.0320000000000391,0.1089999999999804,0.25,0.391,0.532,0.775999999999982,0.667999999999978,0.5600000000000023,0.452,0.344,0.284000000000006,0.2379999999999995,0.1920000000000072,0.146,0.1
Finlandia,4.0,3.0,2.0,3.806666666666667,5.613333333333335,7.420000000000002,7.427000000000001,7.434000000000003,5.473678544481074,3.513357088962145,1.5530356334432156,1.6640289959844097,1.5402467250824,1.2434787038697708,0.9467106826571418,0.6499426614445127,0.6080208827963816,0.617950856685638,0.5474205711237587,0.4768902855618795,0.4063600000000003,0.4026800000000001,0.3990000000000009,0.3438366666666673,0.2886733333333336,0.23351,0.25492,0.24548277258873,0.202,0.153,1.7686666666666668,3.3843333333333336,5.0,5.49379997253418,5.98759994506836,6.48139991760254,6.97519989013672,7.4689998626709,6.263914275169374,5.058828687667848,3.853743100166322,2.648657512664796,1.44357192516327,1.31668907403946,1.18980622291565,1.06292337179184,0.93604052066803,0.80915766954422,0.723848444223404,0.638539218902588,0.5532299935817719,0.4679207682609559,0.38261154294014,0.7921255350112921,1.201639527082444,1.6111535191535962,2.0206675112247483,2.4301815032959,1.9534543355306,1.4767271677653002,1.0,1.0,1.0,1.0,1.0,7.220999999999947,7.357999999999947,7.494999999999948,7.632,7.769,1.2000000000000028,1.2349999999999994,1.269999999999996,1.305,1.34,1.6070000000000029,1.602000000000002,1.5970000000000013,1.592,1.587,0.5380000000000109,0.6500000000000057,0.7620000000000005,0.874,0.986,0.936000000000007,0.8509999999999991,0.7659999999999911,0.681,0.596,0.393,0.393,0.393,0.393,0.393
Francia,35.0,38.0,41.0,29.46033333333333,17.920666666666666,6.381,6.28400000000002,6.187000000000012,4.573047489624031,2.95909497924805,1.3451424688720692,1.4088408946990685,1.38777685165405,1.089277354794289,0.7907778579345281,0.4922783610747672,0.4406669768094531,0.470222115516663,0.3633814103444405,0.2565407051722181,0.1496999999999957,0.1213199999999972,0.0929399999999986,0.1030666666666658,0.1131933333333329,0.12332,0.1216,0.129762306809425,0.098,0.111,10.407333333333334,20.703666666666667,31.0,26.08839998245239,21.176799964904784,16.265199947357175,11.353599929809567,6.44199991226196,5.439784622192381,4.4375693321228,3.4353540420532203,2.4331387519836403,1.43092346191406,1.3136319398879983,1.1963404178619368,1.0790488958358753,0.9617573738098136,0.844465851783752,0.7100731670856473,0.5756804823875424,0.4412877976894376,0.3068951129913329,0.172502428293228,0.5391928911209105,0.905883353948593,1.2725738167762757,1.6392642796039578,2.00595474243164,8.00396982828776,14.00198491414388,20.0,21.0,22.0,23.0,24.0,6.180000000000007,6.2830000000000155,6.386000000000024,6.489,6.592,1.2000000000000028,1.2310000000000016,1.2620000000000005,1.293,1.324,1.4479999999999986,1.4539999999999988,1.459999999999999,1.466,1.472,0.4969999999999572,0.6339999999999577,0.7709999999999582,0.908,1.045,0.7719999999999914,0.6879999999999882,0.6040000000000134,0.52,0.436,0.1550000000000011,0.1620000000000008,0.1690000000000004,0.176,0.183
Gabon,125.0,116.0,107.0,72.78200000000001,38.56400000000001,4.346000000000004,4.571000000000026,4.795999999999992,3.5901778743659065,2.3843557487318208,1.178533623097735,1.3037037317593845,1.1556202173233,0.8819216295270944,0.608223041730889,0.3345244539346836,0.305319640701569,0.312328577041626,0.2333423846944147,0.1543561923472035,0.0753699999999923,0.0575999999999936,0.0398299999999949,0.0492933333333299,0.0587566666666649,0.06822,0.06244,0.0437853783369064,0.032,0.043,39.361999999999995,78.681,118.0,95.29300003051758,72.58600006103515,49.87900009155274,27.172000122070315,4.46500015258789,3.811642169952392,3.1582841873168936,2.504926204681396,1.851568222045898,1.1982102394104,1.0298839092254637,0.8615575790405272,0.6932312488555907,0.5249049186706544,0.356578588485718,0.300472228229046,0.244365867972374,0.1882595077157021,0.1321531474590301,0.0760467872023582,0.3254206836223605,0.574794580042363,0.8241684764623652,1.0735423728823676,1.32291626930237,34.21527751286825,67.10763875643413,100.0,101.0,102.0,103.0,104.0,4.634999999999991,4.675999999999988,4.7169999999999845,4.758,4.799,0.972999999999999,0.9939999999999998,1.0150000000000006,1.036,1.057,1.106999999999999,1.1259999999999977,1.144999999999996,1.164,1.183,-0.0969999999999799,0.0699999999999931,0.2369999999999663,0.404,0.571,0.5390000000000157,0.4780000000000086,0.4170000000000158,0.356,0.295,0.0429999999999992,0.0459999999999993,0.0489999999999994,0.052,0.055
Gambia,79.78481012658226,79.24474756097558,78.03327317073169,53.9956544715447,29.95803577235772,5.920417073170734,5.309596698903194,5.222549521151279,3.866121898309223,2.509694275467168,1.1532666526251123,1.2531609534747354,1.163041468031204,0.9227371948930684,0.6824329217549326,0.4461628313713589,0.4079165908962479,0.4089767429937833,0.3248547174705457,0.239149782148773,0.1438462851393958,0.1364985581933111,0.1320921347105435,0.1670301508746628,0.2019681670387821,0.2369061832029015,0.2427784543385158,0.2476059055894671,0.4283815514597929,0.269,3.6898857142857144,7.110771428571429,10.531657142857142,13.952542857142856,17.373428571428573,20.79431428571429,24.2152,27.636085714285713,31.05697142857143,34.47785714285714,37.89874285714286,41.319628571428574,44.74051428571428,48.1614,51.58228571428572,55.00317142857143,58.424057142857144,61.844942857142854,65.26582857142857,68.68671428571429,72.1076,75.52848571428571,78.94937142857142,82.37025714285714,85.79114285714286,89.21202857142858,92.63291428571428,96.0538,99.47468571428573,102.89557142857144,106.31645714285716,109.73734285714286,113.15822857142857,116.57911428571428,120.0,96.9032,73.8064,50.70960000000001,27.612800000000007,4.516,3.6744,2.8328,1.9912,1.1496,0.308,0.4342,0.5604,0.6866,0.8128,0.939,0.8368,0.7345999999999999,0.6324,0.5302,0.428,0.4188,0.4096,0.4004,0.3912,0.382,0.339,0.296,0.253,0.21,0.167
Georgia,122.0,118.0,114.0,77.40233333333333,40.80466666666668,4.207000000000008,4.162000000000006,4.117000000000004,2.9339677484300353,1.750935496860066,0.567903245290097,0.6604007122738835,0.57061493396759,0.4986939518972635,0.4267729698269371,0.3548519877566107,0.3347634301604856,0.309410035610199,0.2910366904067984,0.2726633452033979,0.2542899999999974,0.1897800000000131,0.1252700000000004,0.1020033333333336,0.0787366666666668,0.05547,0.06786,0.0540088154375553,0.038,0.043,41.69533333333333,83.34766666666667,125.0,100.85719995498656,76.71439990997314,52.57159986495972,28.428799819946292,4.28599977493286,3.618922352790832,2.951844930648803,2.2847675085067745,1.6176900863647456,0.950612664222717,0.8903995275497434,0.8301863908767698,0.7699732542037961,0.7097601175308226,0.649546980857849,0.5699709117412566,0.4903948426246642,0.4108187735080718,0.3312427043914794,0.251666635274887,0.5013608694076537,0.7510551035404203,1.0007493376731869,1.2504435718059534,1.50013780593872,52.66675853729248,103.83337926864624,155.0,146.0,137.0,128.0,119.0,3.803000000000054,3.982000000000028,4.161000000000001,4.34,4.519,0.7540000000000049,0.7870000000000061,0.8200000000000074,0.853,0.886,0.3699999999999761,0.4439999999999884,0.5179999999999723,0.592,0.666,0.3159999999999741,0.4249999999999829,0.5339999999999918,0.643,0.752,0.4620000000000033,0.4329999999999998,0.4040000000000034,0.375,0.346,0.367999999999995,0.3170000000000073,0.2660000000000053,0.215,0.164
Ghana,134.0,144.0,154.0,103.97300000000004,53.94600000000007,3.919000000000096,3.5620000000001255,3.205000000000041,2.428789882999022,1.6525797659980033,0.8763696489969846,0.9734320173708682,0.873664736747742,0.736614038562427,0.5995633403771119,0.4625126421917969,0.4042330825570985,0.423026293516159,0.2892341956774384,0.1554420978387179,0.0216499999999975,0.0106999999999963,-0.0002500000000011,0.0767899999999992,0.1538299999999996,0.23087,0.21203,0.256923943758011,0.212,0.245,43.83,87.415,131.0,105.62399997711182,80.24799995422363,54.871999931335445,29.49599990844726,4.11999988555908,3.429444873332976,2.7388898611068715,2.0483348488807667,1.3577798366546625,0.667224824428558,0.5929074048995968,0.5185899853706356,0.4442725658416744,0.3699551463127132,0.295637726783752,0.2415774554014202,0.1875171840190884,0.1334569126367567,0.0793966412544249,0.0253363698720932,0.3358425974845885,0.6463488250970839,0.9568550527095792,1.2673612803220746,1.57786750793457,47.05191167195638,92.5259558359782,138.0,128.0,118.0,108.0,98.0,3.6399999999999864,3.979000000000042,4.317999999999984,4.657,4.996,0.5349999999999966,0.554000000000002,0.5730000000000004,0.592,0.611,0.9799999999999968,0.9519999999999982,0.9239999999999996,0.896,0.868,-0.1100000000000136,0.0389999999999872,0.1879999999999881,0.337,0.486,0.8530000000000086,0.7350000000000136,0.6169999999999902,0.499,0.381,-0.0039999999999977,0.0070000000000014,0.0180000000000006,0.029,0.04
Greece,96.0,93.0,90.0,61.736333333333334,33.47266666666667,5.209000000000003,5.384999999999991,5.5610000000000355,4.135525365651479,2.7100507313029234,1.2845760969543676,1.4396183833122222,1.23941457271576,0.8633116446241738,0.4872087165325877,0.1111057884410016,0.0822789754033905,0.0957312509417534,0.0866775006278359,0.0776237503139185,0.0685700000000011,0.0958699999999979,0.1231700000000017,0.0821133333333345,0.0410566666666672,0.0,0.0,0.0,0.0,0.0,29.0,58.0,87.0,70.64540004730225,54.29080009460449,37.93620014190674,21.581600189208984,5.22700023651123,4.439497685432434,3.651995134353638,2.864492583274842,2.076990032196046,1.28948748111725,1.1936297655105603,1.0977720499038706,1.0019143342971806,0.9060566186904908,0.810198903083801,0.6568170778453348,0.5034352526068686,0.3500534273684024,0.1966716021299361,0.04328977689147,0.384476134181022,0.725662491470574,1.0668488487601262,1.408035206049678,1.74922156333923,24.49948104222615,47.249740521113075,70.0,73.0,76.0,79.0,82.0,5.570999999999998,5.5,5.429000000000002,5.358,5.287,1.0729999999999933,1.0999999999999943,1.1269999999999951,1.154,1.181,1.3400000000000034,1.293999999999997,1.2480000000000049,1.202,1.156,0.518999999999977,0.6389999999999816,0.7589999999999861,0.879,0.999,0.3229999999999791,0.2589999999999861,0.1949999999999931,0.131,0.067,0.0740000000000016,0.0640000000000036,0.054000000000002,0.044,0.034
Guatemala,35.0,31.0,27.0,20.174999999999994,13.349999999999984,6.524999999999977,6.725999999999999,6.926999999999964,5.040934530503999,3.1548690610080334,1.268803591512068,1.3748161883290777,1.25558519363403,1.02853067300115,0.8014761523682703,0.5744216317353903,0.5396891259135117,0.531310617923737,0.3806404119491585,0.2299702059745801,0.0793000000000017,0.0715900000000004,0.063880000000001,0.1342166666666673,0.2045533333333337,0.27489,0.28808,0.283488392829895,0.179,0.175,9.783333333333331,19.391666666666666,29.0,24.490799999237066,19.98159999847412,15.47239999771118,10.96319999694824,6.4539999961853,5.337600386142729,4.221200776100157,3.1048011660575856,1.988401556015014,0.872001945972443,0.805649554729462,0.7392971634864809,0.6729447722434999,0.6065923810005189,0.540239989757538,0.4476366475224496,0.3550333052873612,0.2624299630522728,0.1698266208171844,0.0772232785820961,0.6405568420886989,1.2038904055953017,1.7672239691019045,2.3305575326085073,2.89389109611511,14.929260730743406,26.9646303653717,39.0,36.0,33.0,30.0,27.0,6.219999999999999,6.274000000000001,6.328000000000003,6.382,6.436,0.7239999999999966,0.7430000000000021,0.7620000000000005,0.781,0.8,1.265,1.266,1.267,1.268,1.269,0.1940000000000736,0.3320000000000505,0.4700000000000273,0.608,0.746,0.811000000000007,0.7420000000000186,0.6730000000000302,0.604,0.535,0.0500000000000007,0.0570000000000003,0.064,0.071,0.078
